HotelID,LocationName,LocationAddress,chain,chain1,chain2,chain3,chain4
73111,SURESTAY HOTEL BY BEST WESTERN,1896 S US HIGHWAY 83,1,1,1,1,1
73121,PALM AIRE HOTEL & SUITES,415 S INTERNATIONAL BLVD,0,0,0,0,0
73127,BEST WESTERN HOTEL,889 W BAY AREA BLVD,1,1,1,1,1
73130,HERITAGE INN,1927 SANTA FE DR,0,1,1,0,1
73139,SUPER 8 WACO MALL,6624 WOODWAY DR,1,1,1,1,1
73161,AMERICAN INN,1309 W BROADWAY,1,1,1,1,1
73168,BEST WESTERN PLUS,120 W RIECK RD,1,1,1,1,1
73194,BEST WESTERN TRAIL DUST INN & SUITES,1521 SHANNON RD E,1,1,1,1,1
73204,AMERICAS BEST VALUE INN,1625 W SOUTH LOOP,1,1,1,0,0
73208,BEST WESTERN SNYDER INN,810 E COLISEUM DR,1,1,1,1,1
73213,BEST WESTERN SINTON,8108 US HIGHWAY 77,1,1,1,0,0
73222,AMERICAS BEST VALUE INN,2107 HIGHWAY 36 S,1,1,1,0,0
73227,BEST WESTERN EXECUTIVE INN,1910 N HIGHWAY 175,1,1,1,1,1
73236,DAYS INN LACKLAND AFB,6815 W US HIGHWAY 90,1,0,1,1,0
73242,BEST WESTERN SEAWORLD,6855 NW LOOP 410,1,1,1,1,1
73251,DAYS INN,3017 W LOOP 306,1,1,1,1,1
73254,BEST WESTERN EXECUTIVE INN,1851 N INTERSTATE 35,1,1,1,1,1
73258,AMERICAS BEST VALUE INN,381 N US HIGHWAY 77,1,1,1,1,1
73262,TEXAS INN & SUITES RAYMONDVILLE,118 N EXPRESSWAY,0,0,0,0,0
73264,BEST WESTERN OCEAN VILLA,400 E AVENUE G,1,1,1,1,1
73268,MAGNUSON HOTEL PARK SUITES,640 E PARK BLVD,0,1,1,0,1
73274,QUALITY INN,600 N INTERSTATE 27,1,1,1,0,1
73279,SWISS CLOCK INN,133 S FRONTAGE RD,1,1,1,1,1
73283,BEST WESTERN,1855 N MAIN ST,1,1,1,1,1
73288,BEST WESTERN,2831 PERRYTON PKWY,1,1,1,1,1
73295,BEST WESTERN PALESTINE INN,1601 W PALESTINE AVE,1,1,1,1,1
73304,BEST WESTERN INN & SUITES,1493 N INTERSTATE 35,1,1,1,1,1
73307,AMERICA'S BEST VALUE INN,1024 N CENTER ST,1,1,1,0,0
73315,BEST WESTERN INN OF NAVASOTA,8965 HIGHWAY 6,1,1,1,1,1
73319,BEST WESTERN NORTHPARK INN,4809 NW STALLINGS DR,1,1,1,1,1
73328,BEST WESTERN MT PLEASANT TX,102 E BURTON RD,1,1,1,1,1
73340,BEST WESTERN MIDLOTHIAN INN,220 N HWY 67,1,1,1,1,1
73345,MESQUITE INN,4343 INTERSTATE 30,1,1,1,0,0
73350,ROSE GARDEN INN - MCALLEN,300 E EXPRESSWAY 83,1,1,1,1,1
73354,DAYS INN & SUITES,5555 E END BLVD S,1,1,1,1,1
73361,BEST WESTERN MARBLE FALLS,1403 N US HIGHWAY 281,1,1,1,1,1
73382,BEST WESTERN,901 W YOUNG ST,1,1,1,1,1
73387,BEST WESTERN INN & SUITES,330 E CORPORATE DR,1,1,1,1,1
73391,BEST WESTERN LAKE JACKSON INN,915 HIGHWAY 332,1,1,1,1,1
73397,AMERICA'S BEST VALUE INN,2402 E KING AVE,1,1,1,1,1
73406,BEST WESTERN INN OF KILGORE,1411 US HIGHWAY 259 N,1,1,1,1,1
73413,BEST WESTERN LA HACIENDA INN,200 E HIGHWAY 175,1,1,1,1,1
73421,BEST WESTERN INN JASPER,205 W GIBSON ST,1,1,1,1,1
73426,BEST WESTERN DFW AIRPORT SUITES,5050 W JOHN CARPENTER FWY,1,1,1,1,1
73433,INGLESIDE HOTEL 361,2025 STATE HIGHWAY 361,0,0,0,0,0
73481,HOLIDAY INN EXPRESS - CHAMPIONS,4434 CYPRESS CREEK PKWY,1,1,1,1,1
73491,BEST WESTERN RED CARPET INN,830 W 1ST ST,1,1,1,1,1
73518,BEST WESTERN EXECUTIVE INN,208 N NUECES ST,1,1,1,1,1
73524,RODEWAY INN,2501 E MAIN ST,1,1,1,1,1
73536,RODEWAY INN,2103 N INTERSTATE 35,1,1,1,1,1
73539,ECONO LODGE INN& SUITES FULTON TX,3902 N HIGHWAY 35,1,1,1,1,1
73560,MAGNUSON HOTEL FOSSIL CREEK,6700 FOSSIL BLUFF DR,0,1,1,0,1
73572,STAY EXPRESS_HOTEL,2000 BEACH ST,0,0,0,0,0
73581,BEST WESTERN FLORESVILLE INN,1720 10TH ST,1,1,1,1,1
73589,BEST WESTERN,1045 SUNLAND PARK,1,1,1,1,1
73595,LA QUINTA INN EL PASO AIRPORT,6140 GATEWAY BLVD E,1,1,1,1,1
73600,BEST WESTERN EDINBURG INN AND SUITES,2708 S BUSINESS HWY 281,1,1,1,1,1
73610,ECONO LODGE INN & SUITES,1923 N VETERANS BLVD,0,0,0,0,0
73615,BEST WESTERN WINDSOR INN,1701 S DUMAS AVE,1,1,1,1,1
73620,DIBOLL INN & SUITES,910 N TEMPLE DR,0,0,0,0,0
73624,BEST WESTERN INN OF DEL RIO,810 VETERANS BLVD,1,1,1,1,1
73628,BEST WESTERN DEER PARK INN & SUITES,1401 CENTER ST,1,1,1,1,1
73644,BEST WESTERN MARKET CENTER,2023 MARKET CENTER BLVD,1,1,1,1,1
73653,BEST WESTERN NURSANICKEL MOTEL,102 SCOTT AVE,1,1,1,1,1
73668,BEST WESTERN & SUITES,321 CONSTITUTION DR,1,1,1,1,1
73670,DAYS INN - COLLEGE STATION UNIVERSITY DRIVE,901 UNIVERSITY DR E,1,1,1,1,1
73685,LONE STAR INN,1898 HIGHWAY 206,1,1,1,0,0
73688,RED ROOF INN,1801 AVENUE F NW,1,1,1,1,1
73692,AMERICA'S BEST VALUE INN,1005 HURST ST US HWY 96,1,1,1,1,1
73697,BEST WESTERN CEDAR INN,425 E WHITESTONE BLVD,1,1,1,1,1
73704,BEST WESTERN CANTON INN,2251 N TRADE DAYS BLVD,1,1,1,1,1
73708,CRAIGS INN BUFFALO,225 CRAIG ST,1,1,1,1,1
73715,NORTH TEXAS INN,845 N EXPRESSWAY,0,0,0,0,0
73720,BEST WESTERN CAPROCK INN,321 LUBBOCK RD,1,1,1,1,1
73722,BEST WESTERN INN OF BRENHAM,1503 HIGHWAY 290 E,1,1,1,1,1
73724,BEST WESTERN - BRADY INN,2200 S BRIDGE ST,1,1,1,1,1
73745,DAYS INN BAYTOWN,5021 EAST FWY,1,1,1,1,1
73749,DAYS INN,407 7TH ST,1,1,1,1,1
73763,QUALITY INN AND SUITES,7928 GESSNER DR,1,1,1,1,1
73776,MOTEL 6 ARLINGTON,4024 MELEAR DR,1,1,1,1,1
73779,BEST WESTERN - SANTA FE INN,4600 I-40 E,1,1,1,1,1
73784,QUALITY INN MEDICAL CENTER,1610 S COULTER ST,1,1,1,1,1
73789,MOTEL 6-ALVIN,1470 S BYPASS 35,1,1,1,1,1
73790,QUALITY INN,2401 E HIGHWAY 90,1,1,1,0,1
73796,DAYS INN,3950 RIDGEMONT DR,1,1,1,1,1
81999,SANFORD HOUSE,506 N CENTER ST,0,0,0,0,0
82013,HOTEL ELLA,1900 RIO GRANDE ST,0,0,0,0,0
82026,STRICKLAND ARMS B & B,604 E 47TH ST,0,0,0,0,0
82032,YE KENDALL INN,128 W BLANCO RD,0,0,0,0,0
82046,ANT STREET INN,107 W COMMERCE ST,0,0,0,0,0
82047,FAR VIEW BED & BREAKFAST INN,1804 S PARK ST,0,0,0,0,0
82051,"EQUINOX INN, LLC DBA EQUINOX INN AT BISCUIT HILL",717 COLLEEN DR,0,0,0,0,0
82060,HOTEL FAUST,717 HIGH ST,0,0,0,0,0
82061,THE HAVEN RIVER INN,105 HIGHWAY 473,0,0,0,0,0
82062,MEYER BED & BREAKFAST,845 HIGH ST,1,1,1,0,0
82087,THE HOTEL LIMPIA,101 MEMORIAL SQ,0,0,0,0,0
82091,VERANDA,210 COURT AVE,0,0,0,0,0
82094,THE TEXAS WHITE HOUSE BED AND BREAKFAST,1417 8TH AVE,0,0,0,0,0
82100,BACK FORTY OF FREDERICKSBURG,457 BOB MORITZ DR,0,0,0,0,0
82131,MAGNOLIA HOUSE BED AND BREAKFAST,101 E HACKBERRY ST,1,0,1,1,0
82136,GASTHAUS SCHMIDT,231 W MAIN ST,0,0,0,0,0
82160,COPPERSMITH INN BED AN DBREAKFAST,1914 AVENUE M,0,0,0,0,0
82202,SARA'S INN,941 HEIGHTS BLVD,0,0,0,0,0
82212,CLIPPER HOUSE INN,710 BRADFORD AVE,0,0,0,0,0
82246,KUEBLER-WALDRIP HAUS INC/BED & BREAKFAST,1620 HUECO SPRINGS LOOP RD,0,0,0,0,0
82249,"LAMB'S REST INN, LLC",1385 EDWARDS BLVD,0,0,0,0,0
82279,ROSE MANSION,903 ROSEWAY,0,0,0,0,0
82286,THE SAN ANTONIO YELLOW ROSE A BED AND BREAKFAST,229 MADISON,0,0,0,0,0
82288,AARON PANCOAST CARRIAGE HOUSE B & B,102 TURNER,0,0,0,0,0
82302,BRACKENRIDGE HOUSE BED AND BREAKFAST,230 MADISON,0,0,0,0,0
82309,KING WILLIAM MANOR,1037 S ALAMO ST,0,0,0,0,0
82313,INN ON THE RIVERWALK,129 WOODWARD PL,0,0,0,0,0
82317,THE JACKSON HOUSE B & B,107 MADISON ST,0,1,1,0,1
82319,O'CASEY'S BOUTIQUE INN,225 W CRAIG PL,0,1,1,0,1
82334,CRYSTAL RIVER INN,326 W HOPKINS ST,0,0,0,0,0
82378,WIMBERLEY INN,200 FM 3237,0,0,0,0,0
98318,EMERALD IN EXPO,840 E. HWY 80,1,1,1,0,0
98322,MCM ELEGANTE'SUITES,4250 RIDGEMONT DR,0,0,0,0,0
98324,HOLIDAY INN EXPRESS ABILENE,1802 E OVERLAND TRL,1,1,1,1,1
98325,LA QUINTA INN #544,3501 W LAKE RD,1,0,1,1,0
98329,REGENCY INN & SUITES OF ABILENE,3450 S CLACK ST,0,0,0,0,0
98333,HAMPTON INN DALLAS,4505 BELTWAY DR,1,0,1,1,0
98337,HIGHLAND INN,1404 E HIGHWAY 90,0,0,0,0,0
98356,LA QUINTA INN MID-CITY,1708 E INTERSTATE 40,1,1,1,1,1
98357,LA QUINTA INN MEDICAL CENTER,2108 S COULTER ST,1,1,1,1,1
98362,RELAX INN,6030 W INTERSTATE 40,0,0,0,0,0
98368,AMARILLO VALUE INN,3205 I-40 E,1,1,1,1,1
98371,RED ROOF INN WEST,6800 W INTERSTATE 40,1,1,1,1,1
98372,HILTON ARLINGTON TX,2401 E LAMAR BLVD,1,1,1,1,1
98382,ALOFT HOTEL ARLINGTON ENTERTAINMENT DISTRICT,2140 E LAMAR BLVD,1,1,1,1,1
98385,817 HOTEL,910 N COLLINS ST,1,1,1,1,1
98395,STUDIO 6 # 5046,1607 N WATSON RD,1,1,1,1,1
98416,DAYS INN UNIVERSITY/DOWNTOWN,3105 N INTERSTATE 35,1,1,1,1,1
98418,DOUBLETREE AUSTIN HOTEL,6505 N INTERSTATE 35,1,1,1,1,1
98419,EMBASSY SUITES AUSTIN - CENTRAL,5901 N INTERSTATE 35,1,1,1,1,1
98420,AUSTIN LESSEE LLC,300 S CONGRESS AVE,1,1,1,1,1
98424,RODEWAY INN,2711 S INTERSTATE 35,1,1,1,0,0
98426,HAMPTON INN AUSTIN-NORTH @I-35 & HWY 183,7619 N INTERSTATE 35,1,0,1,1,0
98433,DOUBLETREE AUSTIN NW ARBORETUM,8901 BUSINESS PARK DR,1,1,1,1,1
98435,HOLIDAY INN EXPRESS,4892 W HIGHWAY 290,1,1,1,1,1
98436,HYATT REGENCY AUSTIN,208 BARTON SPRINGS RD,1,1,1,1,1
98438,LA QUINTA  INN #478,4200 I-35 SOUTH,1,0,1,1,0
98439,LA QUINTA AUSTIN UNIVERSITY AREA,5812 N INTERSTATE 35,1,0,1,1,0
98443,LA QUINTA INN #522,1603 E OLTORF ST,1,0,1,1,0
98445,LAKEWAY RESORT AND SPA,101 LAKEWAY DR,0,0,0,0,0
98447,AUSTIN SUITES HOTEL,8300 N INTERSTATE 35,0,0,0,0,0
98452,SHERATON AUSTIN HOTEL AT THE CAPITOL,701 E 11TH ST,0,0,0,0,0
98453,OMNI AUSTIN HOTEL AT FIC CENTRE,700 SAN JACINTO BLVD,1,1,1,1,1
98457,RADISSON HOTEL & SUITES AUSTIN DOWNTOWN,111 E CESAR CHAVEZ ST,0,0,0,0,0
98463,CROWNE PLAZA AUSTIN,6121 N IH 35,1,1,1,1,1
98464,RENAISSANCE AUSTIN HOTEL,9721 ARBORETUM BLVD,1,1,1,1,1
98474,DRISKILL HOTEL,604 BRAZOS ST,0,0,0,0,0
98482,REGENCY INN & SUITES,3712 7TH ST,0,0,0,0,0
98487,MCM ELEGANTE,2355 IH 10 S,0,0,0,0,0
98502,BUDGET HOST,1520 S I-35,1,1,1,1,1
98507,QUALITY INN & SUITES,300 TULANE AVE,1,1,1,1,1
98510,COACHLIGHT INN,2242 S MARKET ST,0,0,0,0,0
98517,UNIVERSITY INN & SUITES,55 SAM PERL BLVD,0,0,0,0,0
98524,BUDGET INN & SUITES,515 E COMMERCE ST,0,0,0,0,0
98525,UNIVERSITY INN,2300 S TEXAS AVE,0,0,0,0,0
98538,HILTON COLLEGE STATION,801 UNIVERSITY DR E,1,1,1,1,1
98542,DAYS INN,2514 TEXAS AVE S,1,1,1,1,1
98543,HAMPTON INN COLLEGE STATION,320 TEXAS AVE S,1,0,1,1,0
98545,FOUR POINTS BY SHERATON COLLEGE STATION,1503 TEXAS AVE S,1,1,1,1,1
98548,MANOR INN COLLEGE STATION,2504 TEXAS AVE S,0,0,0,0,0
98555,HOLIDAY INN EXPRESS AND SUITES,2240 STONESIDE RD,1,1,1,1,1
98560,RADISSON BEACH HOTEL/PORTABELLA ON THE BAY,3200 E SURFSIDE BLVD,1,1,1,1,1
98565,EXECUTIVE INN,6033 LEOPARD ST,0,0,0,0,0
98566,EMBASSY SUITES CORPUS CHRISTI,4337 S PADRE ISLAND DR,1,1,1,1,1
98569,HOLIDAY INN AIRPORT RESTAURANT,5549 LEOPARD ST,1,1,1,1,1
98571,EMERALD BEACH HOTEL,1102 S SHORELINE BLVD,1,1,1,0,0
98578,LA QUINTA INN CORPUS CHRISTI NORTH,5155 IH 37,1,0,1,1,0
98580,OMNI CORPUS CHRISTI HOTEL-BAYFRONT TOWER,900 N SHORELINE BLVD,1,1,1,1,1
98584,HOTEL ARYA BAYFRONT,601 N WATER ST,0,0,0,0,0
98590,GULFSTREAM COUNCIL OF CO-OWNERS INC,14810 WINDWARD DR,0,0,0,0,0
98594,SUPER 8 MOTEL,2021 REGAL DR,1,1,1,1,1
98603,ECONO LODGE,123 LIBERAL ST,1,1,1,1,1
98606,FAIRMONT DALLAS,1717 N AKARD ST,1,1,1,1,1
98609,THE WESTIN DALLAS DOWNTOWN,1201 MAIN ST,1,1,1,1,1
98622,SPRINGHILL SUITES,2363 STEMMONS TRL,1,1,1,1,1
98629,HOTEL CRESCENT COURT,400 CRESCENT CT,0,0,0,0,0
98631,CROWN PLAZA HOTEL,7050 N STEMMONS FWY,1,1,1,1,1
98638,DOUBLETREE HOTEL DALLAS NEAR THE GALLERIA,4099 VALLEY VIEW LN,1,1,1,1,1
98639,SERATON HOTEL - DALLAS GALLERIA,4801 LYNDON B JOHNSON FWY,0,0,0,0,0
98640,DOUBLE TREE BY HILTON CAMPBELL CENTRE HOTEL,8250 N CENTRAL EXPY,1,1,1,1,1
98641,HILTON DALLAS LINCOLN CENTRE,5410 LYNDON B JOHNSON FWY,1,1,1,1,1
98647,EMBASSY SUITES DALLAS MARKET CENTER,2727 N STEMMONS FWY,1,1,1,1,1
98650,CROWNE PLAZA DALLAS,1015 ELM ST,1,1,1,1,1
98652,AMERICAS BEST VALUE INN,4154 PREFERRED PL,1,1,1,0,0
98653,BEST WESTERN EXECUTIVE INN,12670 E NORTHWEST HWY,0,0,0,0,0
98655,HAWTHORN SUITES DALLAS LOVE FIELD,7900 BROOKRIVER DR,1,1,1,1,1
98657,STUDIO 6,12301 N CENTRAL EXPY,1,1,1,1,1
98679,HYATT REGENCY DALLAS,300 E REUNION BLVD,1,1,1,1,1
98683,LA QUINTA DALLAS-CITY PLACE #512,4440 N CENTRAL EXPY,1,0,1,1,0
98685,LA QUINTA INN- DALLAS EAST  #709,8303 E R L THORNTON FWY,0,0,0,0,0
98686,LA QUINTA INN & SUITES-NORTH PARK #706,10001 N CENTRAL EXPY,1,0,1,1,0
98687,MOTEL 6,13235 N STEMMONS FWY,1,1,1,1,1
98690,MOTEL 6,1625 REGAL ROW,1,1,1,1,1
98694,THE BEEMAN HOTEL,6070 N CENTRAL EXPY,0,1,1,0,0
98704,KNIGHTS INN,1550 EMPIRE CENTRAL,0,0,0,0,0
98705,LONE STAR INN,1720 S BROADWAY ST,0,0,0,0,0
98708,AMERICAS BEST VALUE INN,10335 GARDNER RD,0,0,0,0,0
98710,DALLAS RENAISSANCE,2222 N STEMMONS FWY,1,1,1,1,1
98713,RAMADA LIMITED - MARKET CENTER,2026 MARKET CENTER BLVD,1,1,1,1,1
98717,THE WESTIN DALLAS PARK CENTRAL,12720 MERIT DR,1,1,1,1,1
98719,DALLAS SUITES LLC,2101 N STEMMONS FWY,0,0,0,0,0
98726,MANSION ON TURTLE CREEK,2821 TURTLE CREEK BLVD,1,1,1,1,1
98727,WARWICK MELROSE HOTEL,3015 OAK LAWN AVE,1,1,1,1,1
98728,WESTIN DALLAS GALLERIA HOTEL,13340 DALLAS PKWY,1,1,1,1,1
98730,HOLIDAY INN DALLAS MARKET CENTER,4500 HARRY HINES BLVD,1,1,1,1,1
98731,HILTON ANATOLE HOTEL,2201 N STEMMONS FWY,1,1,1,1,1
98733,EMBASSY SUITE LOVE FIELD,3880 W NORTHWEST HWY,1,1,1,1,1
98736,MOTEL 6,1001 AIRPORT FWY,1,1,1,1,1
98770,BEST WESTERN DECATUR INN,1801 S HIGHWAY 287,1,1,1,1,1
98785,BUDGET HOST INN & SUITES,1500 DALLAS DR,1,1,1,1,1
98786,LA QUINTA INN #542,700 FORT WORTH DR,1,1,1,1,1
98793,LA QUINTA INN #569,2525 E MAIN ST,1,0,1,1,0
98795,ECHO MOTOR HOTEL,1903 S CLOSNER BLVD,0,0,0,0,0
98806,EMBASSY SUITES EL PASO GATEWAY,6100 GATEWAY BLVD E,1,1,1,1,1
98810,COUNTRY INN & SUITES,900 SUNLAND PARK DR,1,1,1,1,1
98812,BEST WESTERN PLUS EL PASO AIRPORT,6655 GATEWAY BLVD W,1,1,1,1,1
98817,LA QUINTA INN EL PASO AIRPORT,6140 GATEWAY BLVD E,1,0,1,1,0
98818,LA QUINTA INN #596,7550 REMCON CIR,1,0,1,1,0
98819,EL PASO MARRIOTT,1600 AIRWAY BLVD,1,1,1,1,1
98821,RADISSON SUITE INN,1770 AIRWAY BLVD,1,1,1,1,1
98827,HOLIDAY INN EXPRESS CENTRAL,409 E MISSOURI AVE,1,1,1,1,1
98828,QUALITY INN,107 WAGON WHEEL DR,1,1,1,0,1
98831,ALL INN,800 E DICKINSON BLVD,0,0,0,0,0
98835,COURTYARD BY MARRIOTT,2201 AIRPORT FWY,1,1,1,1,1
98839,QUALITY INN AND SUITES,2700 CHERRY LN,1,1,1,1,1
98841,RADISSON HOTEL FORT WORTH SOUTH,100 ALTAMESA BLVD E,0,0,0,0,0
98843,STUDIO 6 WHITE SETTLEMENT-WEST MEDICAL CENTER,7888 I-30W,1,1,1,1,1
98854,DALWORTH INN,812 E FELIX ST,0,0,0,0,0
98856,RENAISSANCE WORTHINGTON HOTEL,200 MAIN ST,1,1,1,1,1
98860,ECONOLODGE,810 S ADAMS ST,1,1,1,0,0
98864,SUNDAY HOUSE INN,501 E MAIN ST,0,0,0,0,0
98865,3234 LUCKENBACH RD,3234 LUCKENBACH RD,0,0,0,0,0
98866,SUPER 8 MOTEL,1936 N INTERSTATE 35,1,1,1,1,1
98873,BEACHCOMBER INN,2825 61ST ST,0,1,1,0,1
98879,HOLIDAY INN ON THE BEACH,5002 SEAWALL BLVD,1,1,1,1,1
98885,THE TREMONT HOUSE,2300 MECHANIC ST,0,0,0,0,0
98892,MOTEL 6,1005 LEANDER RD,1,1,1,0,1
98900,CLASSIC INN,1209 N PLAZA DR,0,0,0,0,0
98903,BAYMONT INN & SUITES,1410 N STATE HIGHWAY 161,1,1,1,1,1
98906,GRANBURY INN & SUITES,1335 N PLAZA DR,0,0,0,0,0
98912,QUALITY INN,1002 S EXPRESSWAY 83,1,1,1,0,1
98920,HOUSTON MARRIOTT WESTCHASE,2900 BRIARPARK DR,1,1,1,1,1
98936,COURTYARD HOUSTON BROOKHOLLOW,2504 NORTH LOOP W,1,1,1,1,1
98937,ASTRO INN,100 W CAVALCADE ST,0,0,0,0,0
98940,HOUSTON INN & SUITES,2200 S WAYSIDE DR,0,0,0,0,0
98944,HILTON HOUSTON POST OAK,2001 POST OAK BLVD,1,1,1,1,1
98946,SCOTTISH INN,8381 BROADWAY ST,1,0,1,1,0
98952,FOUR SEASONS HOTEL HOUSTON,1300 LAMAR ST,1,1,1,1,1
98954,DOUBLE TREE SUITES HOUSTON GALLERIA,5353 WESTHEIMER RD,1,1,1,1,1
98955,QUALITY INN,828 MERCURY DR,1,1,1,1,1
98956,WYNDHAM HOUSTON MEDICAL CENTER,6800 MAIN ST,1,1,1,1,1
98959,HOLIDAY INN HOUSTON NRG/MEDICAL CENTER,8111 KIRBY DR,1,1,1,1,1
98964,HAMPTON INN HOUSTON-HOBBY AIRPORT,8620 AIRPORT BLVD,1,1,1,1,1
98966,WYNDHAM-HOUSTON TX,14703 PARK ROW,1,0,1,1,0
98976,HOTEL PREET,14996 NORTHWEST FWY,0,0,0,0,0
98979,CROWNE PLAZA HOUSTON RIVER OAKS,2712 SOUTHWEST FWY,1,1,1,1,1
98981,HOLIDAY INN SOUTHWEST,11160 SOUTHWEST FWY,1,1,1,1,1
98986,LYRIC HOSPITALITY INC,1625 MAIN ST,0,0,0,0,0
98987,HOUSTON AIRPORT MARRIOTT AT GEORGE BUSH INT,18700 JOHN F KENNEDY BLVD,1,1,1,1,1
98991,HOUSTON MARRIOTT MEDICAL CENTER,6580 FANNIN ST,1,1,1,1,1
98996,HILTON HOUSTON PLAZA MEDICAL CENTER HOTEL,6633 TRAVIS ST,1,1,1,1,1
98999,COURTYARD HOUSTON I-10 WEST/ENERGY CORRIDOR,12401 KATY FWY,1,1,1,1,1
99000,HOBBY  INN & SUITES,7775 AIRPORT BLVD,1,1,1,0,0
99006,HYATT REGENCY HOUSTON,1200 LOUISIANA ST,1,1,1,1,1
99007,DOUBLETREE HOUSTON INTERCONTINENTAL AIRPORT,15747 JOHN F KENNEDY BLVD,1,1,1,1,1
99010,ALOFT HOUSTON BY THE GALLERIA,5415 WESTHEIMER RD,1,1,1,1,1
99012,LA COLOMBE D'OR,3410 MONTROSE,0,0,0,0,0
99014,DAYS INN,11002 NORTHWEST FWY,1,1,1,1,1
99015,LA QUINTA INN #649,13290 FM 1960 RD W,1,0,1,1,0
99045,AMERIHOME INN & SUITES,16410 NORTH FWY # I-45,1,1,1,1,1
99054,HOUSTON WEST LOOP BY THE GALLERIA #33743,1750 WEST LOOP S,1,1,1,1,1
99055,OMNI HOUSTON HOTEL AT WESTSIDE,13210 KATY FWY,1,1,1,1,1
99060,OMNI HOUSTON HOTEL,4 RIVERWAY,1,1,1,1,1
99062,DAYS INN HOBBY AIRPORT,1505 COLLEGE AVE,1,1,1,1,1
99066,SPRINGHILL SUITES HOUSTON MEDICAL/RELIANT PARK,1400 OLD SPANISH TRL,1,1,1,1,1
99081,CROWNE PLAZA NORTHWEST - BROOKHOLLOW,12801 NORTHWEST FWY,0,0,0,0,0
99091,BEST CLASSIC INN & SUITES,13611 RANKIN CIR W,0,0,0,0,0
99098,GREAT WESTERN COMPANY,6060 HOOTON ST,0,1,1,0,0
99101,SHERATON NORTH HOUSTON,15700 JOHN F KENNEDY BLVD,1,1,1,1,1
99103,SHERATON SUITES,2400 WEST LOOP S,0,0,0,0,0
99104,HYATT REGENCY HOUSTON INTERCONTINENTAL AIRPORT,425 N SAM HOUSTON PKWY E,1,1,1,1,1
99109,HOUSTONIAN CAMPUS LLC,111 N POST OAK LN,0,1,1,0,0
99110,THE LANCASTER HOTEL - HOUSTON,701 TEXAS ST,0,0,0,0,0
99114,WESTIN HOUSTIN GALLERIA,5060 W ALABAMA ST,1,1,1,1,1
99131,FAIRBRIDGE INN & SUITES AT HOUSTON MED CENTER,6712 MORNINGSIDE DR,1,1,1,1,1
99132,HILTON HOUSTON WESTCHASE,9999 WESTHEIMER RD,1,1,1,1,1
99135,WESTIN HOUSTON OAKS,5011 WESTHEIMER RD,1,1,1,1,1
99137,HILTON HOUSTON NORTH,12400 GREENSPOINT DR,1,1,1,1,1
99152,SUNDAY HOUSE INN - KERRVILLE,2124 SIDNEY BAKER ST,1,1,1,1,1
99155,HOLIDAY INN EXPRESS HOTEL & SUITES,2114 SIDNEY BAKER,1,1,1,1,1
99157,INN OF THE HILLS RESORT & CONFERENCE CENTER,1001 JUNCTION HWY,0,0,0,0,0
99164,ECONOLODGE,606 E CENTRAL TEXAS EXPY,1,1,1,0,0
99168,LA QUINTA INN #527,1112 S FORT HOOD ST,1,0,1,1,0
99179,TANGLEWOOD OPERATORS INC,290 TANGLEWOOD CIR,0,0,0,0,0
99180,LA QUINTA INN LAREDO,3610 SANTA URSULA AVE,1,1,1,1,1
99185,GATEWAY INN L L C,4910 SAN BERNARDO AVE,0,0,0,0,0
99188,HOTEL AVA,800 GARDEN ST,0,0,0,0,0
99189,LA POSADA HOTEL,1000 ZARAGOZA ST,0,0,0,0,0
99193,AMERICAS BEST VALUE INN,5240 SAN BERNARDO AVE,1,1,1,1,1
99199,LA QUINTA INN & SUITES LEWISVILLE,1657 S STEMMONS FWY,1,0,1,1,0
99208,SUPER 8,203 N SPUR 63,1,1,1,1,1
99210,EXPRESS INN,3120 ESTES PKWY,1,1,1,1,1
99212,BAYMONT INN AND SUITES,502 S ACCESS RD,1,0,1,1,0
99219,MCM ELEGANTE HOTEL & SUITES,801 AVENUE Q,0,0,0,0,0
99228,LA QUINTA INN & SUITES DOWNTOWN,601 AVENUE Q,1,1,1,1,1
99229,SURE STAY PLUS BY BEST WESTERN,3901 19TH ST,1,1,1,1,1
99233,STUDIO 6,2551 S LOOP 289,1,1,1,1,1
99237,TEXAS MOTOR INN,2121 N INTERSTATE 27,0,0,0,0,0
99238,COURTYARD LUFKIN,2130 S 1ST ST,1,1,1,1,1
99241,LA QUINTA INN #581,2119 S 1ST ST,1,1,1,1,1
99246,HILL COUNTRY INN,1101 US HIGHWAY 281,0,0,0,0,0
99250,ECONOLODGE,5904 E END BLVD S,1,1,1,1,1
99251,AMERICAS BEST VALUE INN,100 INTERSTATE 20 W,1,1,1,1,1
99253,RODEWAY INN,5301 E END BLVD S,1,1,1,1,1
99262,EMBASSY SUITES HOTEL,1800 S 2ND ST,1,1,1,1,1
99266,LA COPA HOTEL,2000 S 10TH ST,0,0,0,0,0
99278,QUALITY INN,1300 N CENTRAL EXPY,1,1,1,0,1
99295,LA QUINTA INN #455,4130 W WALL AVE,1,0,1,1,0
99299,PLAZA INN MIDLAND,4108 N BIG SPRING ST,0,0,0,0,0
99308,HERITAGE HOUSE INN,2301 W AMERICAN BLVD,0,1,1,0,1
99310,ECONO LODGE,2020 NW STALLINGS DR,1,1,1,1,1
99311,"OYO HOTEL, NACOGDOCHES",3215 SOUTH ST,0,0,0,0,0
99312,VICTORIAN INN & SUITES,3612 NORTH ST,0,0,0,0,0
